REGION,DIVISION,STATE,NAME,RACE,ESTIMATESBASE2000,POPESTIMATE2000,POPESTIMATE2001,POPESTIMATE2002,POPESTIMATE2003,POPESTIMATE2004,POPESTIMATE2005,POPESTIMATE2006,POPESTIMATE2007,POPESTIMATE2008,POPESTIMATE2009,CENSUS2010POP,POPESTIMATE2010
0,0,0,United States,0,281424600,282162411,284968955,287625193,290107933,292805298,295516599,298379912,301231207,304093966,306771529,308745538,309349689
0,0,0,United States,1,228106498,228530479,230049196,231446915,232717191,234120447,235491577,236954818,238378087,239783014,241034399,241937061,242295420
0,0,0,United States,2,35704871,35814706,36263029,36684650,37066096,37510582,37961688,38443048,38935533,39429414,39902270,40250635,40357516
0,0,0,United States,3,2663851,2684491,2769731,2857113,2947575,3044517,3147772,3258666,3377213,3504878,3636766,3739506,3753858
0,0,0,United States,4,10589122,10705839,11182404,11649265,12099525,12542740,13007663,13475846,13934641,14395296,14833733,15159516,15239011
0,0,0,United States,5,462536,467339,487476,507265,526390,547317,568804,590839,613053,635677,657983,674625,677653
0,0,0,United States,6,3897722,3959557,4217119,4479985,4751156,5039695,5339095,5656695,5992680,6345687,6706378,6984195,7026231
3,6,01,Alabama,0,4447207,4452173,4467634,4480089,4503491,4530729,4569805,4628981,4672840,4718206,4757938,4779736,4785298
3,6,01,Alabama,1,3195561,3196875,3201387,3204279,3215079,3227772,3249443,3283056,3308005,3332141,3353244,3362877,3364465
3,6,01,Alabama,2,1158988,1161454,1167403,1171672,1178398,1186375,1197062,1215481,1227620,1241613,1252307,1259224,1262341
3,6,01,Alabama,3,22967,23262,24084,24966,25920,26755,27606,28666,29666,30722,31825,32903,33008
3,6,01,Alabama,4,32142,32544,33971,35810,37929,40712,43406,46030,48454,50683,53747,55240,55510
3,6,01,Alabama,5,1534,1608,1963,2272,2625,2983,3290,3710,3996,4443,4796,5208,5202
3,6,01,Alabama,6,36015,36430,38826,41090,43540,46132,48998,52038,55099,58604,62019,64284,64772
4,9,02,Alaska,0,626933,627963,633714,642337,648414,659286,666946,675302,680300,687455,698895,710231,713985
4,9,02,Alaska,1,446431,446506,448602,452784,454912,460845,464201,468452,469996,472582,477369,483873,485944
4,9,02,Alaska,2,22909,22843,23269,23838,23633,23841,23577,23544,23785,23955,23979,24441,24582
4,9,02,Alaska,3,98743,98931,99332,99969,100717,101835,102888,103603,103803,104406,105769,106268,106911
4,9,02,Alaska,4,25695,26007,27198,28482,29929,31077,32350,33258,34072,35488,37726,38882,39225
4,9,02,Alaska,5,3425,3490,3819,4257,4695,5073,5488,5784,6169,6589,7191,7662,7693
4,9,02,Alaska,6,29730,30186,31494,33007,34528,36615,38442,40661,42475,44435,46861,49105,49630
4,8,04,Arizona,0,5130247,5160586,5273477,5396255,5510364,5652404,5839077,6029141,6167681,6280362,6343154,6392017,6413737
4,8,04,Arizona,1,4518143,4542461,4629736,4723484,4808335,4915749,5057542,5196133,5290642,5361814,5391934,5418483,5435779
4,8,04,Arizona,2,168952,170022,177795,186140,194179,205171,218998,235636,249757,263512,274594,280905,281942
4,8,04,Arizona,3,266542,268184,271935,277602,283724,290212,298844,308302,316798,325262,330731,335278,336476
4,8,04,Arizona,4,97677,99270,106209,113754,121029,129542,141711,156142,167344,176686,183714,188456,189630
4,8,04,Arizona,5,8552,8746,9348,9961,10645,11297,12384,13312,14357,15163,15728,16112,16185
4,8,04,Arizona,6,70381,71903,78454,85314,92452,100433,109598,119616,128783,137925,146453,152783,153725
3,7,05,Arkansas,0,2673293,2678588,2691571,2705927,2724816,2749686,2781097,2821761,2848650,2874554,2896843,2915918,2921606
3,7,05,Arkansas,1,2183097,2186443,2193483,2202027,2214256,2231084,2253503,2281831,2301121,2317769,2331280,2342403,2345927
3,7,05,Arkansas,2,420516,421693,423863,425707,427838,430882,434165,441071,443348,447621,450633,454021,455438
3,7,05,Arkansas,3,18214,18311,19041,19690,20346,21013,22032,22701,23653,24472,25166,26134,26211
3,7,05,Arkansas,4,20832,21100,22166,23437,25056,27060,29107,31116,32810,34246,36260,37537,37711
3,7,05,Arkansas,5,1929,1986,2424,2859,3285,3664,4117,4641,5021,5477,6136,6685,6685
3,7,05,Arkansas,6,28705,29055,30594,32207,34035,35983,38173,40401,42697,44969,47368,49138,49634
4,9,06,California,0,33871653,33987977,34479458,34871843,35253159,35574576,35827943,36021202,36250311,36604337,36961229,37253956,37349363
4,9,06,California,1,26365296,26421365,26685881,26874787,27053595,27181516,27239976,27242743,27274909,27402890,27529082,27636403,27693965
4,9,06,California,2,2381132,2384908,2401620,2413281,2423031,2431898,2435330,2437459,2439919,2451963,2469567,2486549,2491119
4,9,06,California,3,403170,407152,420413,434176,451526,469622,489295,510267,534343,562318,596469,622107,624338
4,9,06,California,4,3816526,3854837,4002992,4132149,4255892,4370544,4489991,4604570,4717266,4839234,4951571,5038123,5062707
4,9,06,California,5,137936,139331,143811,148422,153027,156967,160962,164707,168751,173104,177386,181431,182242
4,9,06,California,6,767593,780384,824741,869028,916088,964029,1012389,1061456,1115123,1174828,1237154,1289343,1294992
4,8,08,Colorado,0,4302086,4326921,4425687,4490406,4528732,4575013,4631888,4720423,4803868,4889730,4972195,5029196,5049071
4,8,08,Colorado,1,3903965,3924356,4003807,4052788,4080217,4110950,4153715,4222448,4287008,4351612,4411960,4450623,4466745
4,8,08,Colorado,2,173426,174461,179725,183260,183960,187991,189701,195570,199716,205038,210643,214919,215975
4,8,08,Colorado,3,49581,50135,52691,54869,56427,58794,61304,63957,66936,70894,74542,78144,78649
4,8,08,Colorado,4,98764,100211,105901,110453,114155,117966,122152,126943,131336,135832,140845,144819,145930
4,8,08,Colorado,5,5518,5589,5993,6344,6521,6783,6833,7137,7477,7855,8263,8420,8494
4,8,08,Colorado,6,70832,72169,77570,82692,87452,92529,98183,104368,111395,118499,125942,132271,133278
1,1,09,Connecticut,0,3405650,3411777,3432835,3458749,3484336,3496094,3506956,3517460,3527270,3545579,3561807,3574097,3577073
1,1,09,Connecticut,1,2933101,2936355,2943314,2952581,2961169,2959756,2956769,2952473,2947983,2950893,2950870,2950820,2951850
1,1,09,Connecticut,2,334383,335609,341092,347685,354078,358496,363122,368609,373995,379795,386843,392131,392959
1,1,09,Connecticut,3,10760,10891,11430,11937,12626,13084,13567,14156,14768,15388,16090,16734,16794
1,1,09,Connecticut,4,85877,86901,92089,98670,105350,110601,116343,121672,126625,131936,136812,140516,141132
1,1,09,Connecticut,5,2208,2227,2373,2519,2669,2804,2802,3029,3168,3292,3394,3491,3511
1,1,09,Connecticut,6,39321,39794,42537,45357,48444,51353,54353,57521,60731,64275,67798,70405,70827
3,5,10,Delaware,0,783559,786373,795699,806169,818003,830803,845150,859268,871749,883874,891730,897934,899769
3,5,10,Delaware,1,601024,602544,605604,609830,614839,620674,626708,632832,637429,642053,643755,645770,646613
3,5,10,Delaware,2,153584,154406,158232,162182,166220,170300,175719,180827,185786,190393,193700,196281,196778
3,5,10,Delaware,3,2989,3071,3409,3600,3953,4167,4457,4763,5003,5313,5653,5929,5934
3,5,10,Delaware,4,16645,16896,18013,19180,20607,22150,23561,24875,26455,27701,28783,29342,29468
3,5,10,Delaware,5,359,361,439,458,497,520,523,575,605,624,672,690,690
3,5,10,Delaware,6,8958,9095,10002,10919,11887,12992,14182,15396,16471,17790,19167,19922,20286
3,5,11,District of Columbia,0,572086,572046,574504,573158,568502,567754,567136,570681,574404,580236,592228,601723,604453
3,5,11,District of Columbia,1,197177,197141,202592,204051,203997,207551,212613,218088,225204,231736,243218,251265,252131
3,5,11,District of Columbia,2,349409,349214,344975,341307,335743,329989,323785,319150,315368,311838,310960,310379,311823
3,5,11,District of Columbia,3,1961,1974,2079,2209,2269,2450,2539,2732,2890,3019,3334,3264,3271
3,5,11,District of Columbia,4,15760,15903,16272,16435,16694,17337,17116,18790,18378,20196,20281,21705,21788
3,5,11,District of Columbia,5,412,414,488,508,556,567,587,652,662,705,775,770,786
3,5,11,District of Columbia,6,7367,7400,8098,8648,9243,9860,10496,11269,11902,12742,13660,14340,14654
3,5,12,Florida,0,15982571,16047515,16356966,16689370,17004085,17415318,17842038,18166990,18367842,18527305,18652644,18801310,18843326
3,5,12,Florida,1,13036815,13084373,13288274,13511056,13718024,14002125,14289528,14485480,14593854,14667399,14720593,14808867,14839169
3,5,12,Florida,2,2429060,2439447,2508333,2577932,2645514,2726256,2815695,2896799,2950879,3002382,3043554,3078067,3084936
3,5,12,Florida,3,59401,59690,63742,67518,70896,74102,77463,81218,84024,86052,87562,89119,89551
3,5,12,Florida,4,278901,282536,300256,320759,341284,365752,393025,417297,435503,450732,463383,474199,476846
3,5,12,Florida,5,10941,11127,11782,12498,13236,14365,15695,16648,17492,18056,18572,18790,18928
3,5,12,Florida,6,167453,170342,184579,199607,215131,232718,250632,269548,286090,302684,318980,332268,333896
3,5,13,Georgia,0,8186653,8227303,8377038,8508256,8622793,8769252,8925922,9155813,9349988,9504843,9620846,9687653,9712587
3,5,13,Georgia,1,5535237,5556989,5626978,5682323,5728088,5788756,5854820,5953097,6035687,6094787,6128558,6144931,6156314
3,5,13,Georgia,2,2370827,2384774,2439572,2490704,2536506,2596632,2660022,2759169,2840424,2906606,2962318,2993927,3003873
3,5,13,Georgia,3,24013,24509,26742,29021,31034,33319,35478,38307,40788,43712,46412,48599,48880
3,5,13,Georgia,4,178391,181306,195366,209316,222292,236110,252126,270446,286636,301790,314377,323459,325573
3,5,13,Georgia,5,5301,5392,5856,6406,6775,7284,7632,8287,8801,9301,9965,10454,10528
3,5,13,Georgia,6,72884,74333,82524,90486,98098,107151,115844,126507,137652,148647,159216,166283,167419
4,9,15,Hawaii,0,1211497,1213519,1225948,1239613,1251154,1273569,1292729,1309731,1315675,1332213,1346717,1360301,1363621
4,9,15,Hawaii,1,313670,311643,317697,323116,325671,331483,338640,344813,341883,345948,347116,349051,348713
4,9,15,Hawaii,2,23334,22938,24966,26235,25480,24511,25064,24767,23364,23180,22995,22473,22654
4,9,15,Hawaii,3,3835,3684,4129,4403,4579,4692,4844,5043,4957,5025,5138,4960,5144
4,9,15,Hawaii,4,510840,512959,512276,512808,514417,520052,522108,523840,524348,526334,528867,531633,534212
4,9,15,Hawaii,5,115966,116469,118092,120131,122484,125650,128237,130347,132417,134645,136533,138292,138679
4,9,15,Hawaii,6,243852,245826,248788,252920,258523,267181,273836,280921,288706,297081,306068,313892,314219
4,8,16,Idaho,0,1293957,1299430,1319962,1340372,1363380,1391802,1428241,1468669,1505105,1534320,1554439,1567582,1571450
4,8,16,Idaho,1,1239176,1244029,1261313,1278798,1298524,1323502,1355373,1391427,1423152,1448715,1465210,1476097,1479357
4,8,16,Idaho,2,5925,5929,6582,7098,7577,8173,8832,9506,10175,10570,11104,10950,10988
4,8,16,Idaho,3,18440,18599,19163,19730,20275,20862,21810,22590,23482,24388,25096,25782,25854
4,8,16,Idaho,4,12368,12551,13124,13634,14456,15255,16326,17313,18439,19037,19666,20034,20134
4,8,16,Idaho,5,1467,1479,1656,1768,1854,1952,2100,2233,2467,2561,2700,2786,2777
4,8,16,Idaho,6,16581,16843,18124,19344,20694,22058,23800,25600,27390,29049,30663,31933,32340
2,3,17,Illinois,0,12419927,12434161,12488445,12525556,12556006,12589773,12609903,12643955,12695866,12747038,12796778,12830632,12843166
2,3,17,Illinois,1,9922146,9926774,9950330,9959242,9964017,9970145,9964479,9967930,9986807,10005771,10021665,10030587,10035802
2,3,17,Illinois,2,1901825,1904071,1905312,1904805,1902184,1901496,1898861,1898778,1898664,1899301,1901265,1903458,1906506
2,3,17,Illinois,3,36554,37313,40510,43515,46808,50305,53745,57498,61312,65428,70322,73846,74173
2,3,17,Illinois,4,435447,440259,458224,475938,492522,508408,524593,542040,560914,577412,593539,604399,607348
2,3,17,Illinois,5,7316,7367,7448,7439,7417,7458,7478,7441,7487,7514,7505,7436,7487
2,3,17,Illinois,6,116639,118377,126621,134617,143058,151961,160747,170268,180682,191612,202482,210906,211850
2,3,18,Indiana,0,6080827,6091866,6127760,6155967,6196638,6233007,6278616,6332669,6379599,6424806,6459325,6483802,6490621
2,3,18,Indiana,1,5428653,5435770,5454064,5465558,5487993,5505822,5531635,5562992,5589313,5614404,5628844,5638833,5642662
2,3,18,Indiana,2,516391,518311,526774,533829,542149,550372,559224,570182,579608,589021,597417,603797,605342
2,3,18,Indiana,3,16658,16850,17539,18296,18888,19626,20303,21214,21955,22838,23720,24487,24575
2,3,18,Indiana,4,60819,61734,65646,69911,74562,79148,84088,89095,93671,97734,102450,105535,106075
2,3,18,Indiana,5,2380,2390,2579,2654,2677,2799,2969,3131,3214,3364,3563,3532,3546
2,3,18,Indiana,6,55926,56811,61158,65719,70369,75240,80397,86055,91838,97445,103331,107618,108421
2,4,19,Iowa,0,2926538,2929067,2931997,2934234,2941999,2953635,2964454,2982644,2999212,3016734,3032870,3046355,3049883
2,4,19,Iowa,1,2791860,2793299,2790973,2787830,2789316,2794216,2798240,2808422,2816456,2825541,2832951,2839615,2842185
2,4,19,Iowa,2,63367,63677,65541,67360,69438,71875,74702,78082,81911,85797,89275,91695,91905
2,4,19,Iowa,3,9506,9540,9973,10366,10717,11140,11421,11817,12376,12758,13286,13563,13583
2,4,19,Iowa,4,37565,38026,38976,40292,41940,43641,45177,46856,48407,50002,52165,54232,54467
2,4,19,Iowa,5,1146,1152,1288,1340,1555,1609,1730,1829,2013,2002,2209,2419,2403
2,4,19,Iowa,6,23094,23373,25246,27046,29033,31154,33184,35638,38049,40634,42984,44831,45340
